State,LGA,Ward,PU-Code,PU-Name,APC,PDP,LP,NNPP,Total_Votes,Latitude,Longitude,Neighbours,Neighbour_Count,APC_outlier_score,PDP_outlier_score,LP_outlier_score,NNPP_outlier_score,Overall_Outlier_Score,APC_share,PDP_share,NNPP_share,LP_share
KWARA,IREPODUN,ARANDUN,23-09-03-006,ILE OLUPO JUNCTION ARANDUN,77,35,0,0,112,8.1385107,5.1003127,"['23-09-06-001', '23-09-06-002', '23-09-06-003', '23-09-06-004', '23-09-06-005', '23-09-06-006', '23-09-06-007', '23-09-06-008', '23-09-06-009', '23-09-06-010', '23-09-07-001', '23-09-07-002', '23-09-07-003', '23-09-07-004', '23-09-07-005', '23-09-07-006', '23-09-07-007', '23-09-07-008', '23-09-07-009', '23-09-07-010', '23-09-07-011', '23-09-08-001', '23-09-08-002', '23-09-08-003', '23-09-08-004', '23-09-08-005', '23-09-08-006', '23-09-08-007', '23-09-08-008', '23-09-08-009', '23-09-08-010', '23-09-08-011', '23-09-08-012', '23-09-08-013', '23-09-06-012', '23-09-08-017', '23-09-07-013', '23-09-07-014', '23-09-07-015', '23-09-07-016', '23-09-07-017']",41,1.268622952,0.134820922,1.446191124,0.517776176,0.596146425,69%,31%,0%,0%
KWARA,ILORIN-WEST,AJIKOBI,23-08-02-003,ODE ALAGBE,152,116,2,0,270,8.5032764,4.5302141,"['23-08-02-001', '23-08-02-006', '23-08-02-007', '23-08-02-008', '23-08-02-009', '23-08-02-011', '23-08-02-012', '23-08-02-013', '23-08-02-014', '23-08-02-015', '23-08-02-016', '23-08-02-017', '23-08-02-018', '23-08-02-019', '23-08-02-020', '23-08-02-021', '23-08-02-022', '23-08-02-023', '23-08-02-024', '23-08-02-025', '23-08-02-026', '23-08-02-027', '23-08-02-029', '23-08-02-030', '23-08-02-032', '23-08-02-033', '23-08-02-034', '23-08-02-035', '23-08-02-036', '23-08-02-037', '23-08-02-038', '23-08-02-039', '23-08-02-040', '23-08-05-029', '23-08-05-034', '23-08-05-039', '23-08-09-001', '23-08-09-002', '23-08-09-003', '23-08-09-004', '23-08-09-005', '23-08-09-008', '23-08-09-012', '23-08-09-014', '23-08-09-015', '23-08-09-016', '23-08-09-017', '23-08-09-018', '23-08-09-019', '23-08-09-020', '23-08-09-021', '23-08-09-022', '23-08-09-023', '23-08-09-024', '23-08-09-026', '23-08-09-028', '23-08-09-029', '23-08-09-032', '23-08-09-033', '23-08-09-034', '23-08-02-042', '23-08-02-045', '23-08-02-046', '23-08-02-048', '23-08-02-049', '23-08-02-051', '23-08-02-052', '23-08-02-053', '23-08-02-054', '23-08-02-055', '23-08-02-056', '23-08-02-057', '23-08-02-059', '23-08-02-062', '23-08-02-064', '23-08-02-067', '23-08-02-069', '23-08-09-035', '23-08-09-036', '23-08-09-038', '23-08-09-039', '23-08-09-041', '23-08-09-043', '23-08-09-044', '23-08-09-045', '23-08-09-046', '23-08-02-043', '23-08-02-044', '23-08-02-047', '23-08-02-050', '23-08-02-060', '23-08-02-061', '23-08-02-063', '23-08-02-058', '23-08-09-037', '23-08-09-040', '23-08-09-042', '23-08-09-047', '23-08-02-065', '23-08-02-068', '23-08-05-059', '23-08-10-045']",102,0.507764739,0.134298222,0.074251314,0.383083463,0.556606081,56%,43%,0%,1%
KWARA,ILORIN EAST,MAGAJI ARE 11,23-06-08-027,OPEN SPACE MUBO PHASE  I,33,9,10,0,52,8.4960366,4.5897703,"['23-06-08-003', '23-06-08-004', '23-06-08-005', '23-06-08-010', '23-06-08-014', '23-06-08-015', '23-06-08-020', '23-06-08-021', '23-06-08-022', '23-06-08-024', '23-07-04-003', '23-07-04-005', '23-07-04-011', '23-06-08-026', '23-06-08-028', '23-06-08-034', '23-06-08-038', '23-06-08-039', '23-06-08-040', '23-06-08-041', '23-07-04-031', '23-07-04-048']",22,1.598372177,0.131068354,1.182724088,0.304939948,0.462493748,63%,17%,0%,19%
KWARA,OFFA,SHAWO SOUTH WEST,23-13-02-014,OPEN SPACE ALESINLOYE,70,5,6,0,81,8.1398171,4.6760395,"['23-13-02-001', '23-13-02-002', '23-13-02-004', '23-13-02-007', '23-13-02-009', '23-13-02-010', '23-13-02-016', '23-13-02-020']",8,0.655564049,0.130050277,0.306465266,0.497604184,0.649448081,86%,6%,0%,7%
KWARA,ISIN,IWO,23-10-06-003,ILE NLA OPEN SPACE,29,20,6,1,56,8.3154344,5.033851,"['23-10-06-001', '23-10-06-002', '23-10-06-004', '23-10-10-001', '23-10-10-004', '23-10-10-007']",6,0.662252846,0.12884844,0.693870039,1.595519977,0.79998723,52%,36%,2%,11%
KWARA,ILORIN-SOUTH,BALOGUN-FULANI 111,23-07-08-012,"OPEN SPACE, INFRONT OF SAHIBAT PRINTING PRESS OPO MALU AREA",75,51,16,0,142,8.4919386,4.5637321,"['23-06-08-002', '23-06-12-009', '23-07-07-001', '23-07-07-002', '23-07-07-003', '23-07-07-004', '23-07-07-005', '23-07-07-006', '23-07-07-007', '23-07-07-008', '23-07-07-009', '23-07-07-010', '23-07-08-001', '23-07-08-002', '23-07-08-003', '23-07-08-004', '23-07-08-005', '23-07-08-006', '23-07-08-007', '23-07-08-008', '23-07-09-001', '23-07-09-002', '23-07-09-003', '23-07-09-004', '23-07-09-005', '23-07-09-006', '23-07-09-007', '23-07-09-008', '23-07-09-009', '23-07-09-010', '23-07-09-011', '23-07-09-012', '23-06-08-025', '23-06-12-027', '23-07-07-011', '23-07-07-012', '23-07-07-013', '23-07-07-014', '23-07-07-015', '23-07-09-013', '23-07-09-015', '23-07-09-016', '23-07-09-017', '23-07-09-018', '23-07-09-021', '23-07-08-010', '23-07-08-011', '23-07-08-013', '23-07-08-014', '23-07-08-015', '23-07-08-016', '23-07-08-017']",52,0.072565044,0.127597029,0.377422584,0.203862772,0.20484327,53%,36%,0%,11%
KWARA,ILORIN-WEST,BALOGUN ALANAMU CENTRAL,23-08-05-035,ODE EPO,136,105,3,0,244,8.4936517,4.5340805,"['23-08-01-007', '23-08-01-008', '23-08-01-016', '23-08-01-017', '23-08-02-001', '23-08-02-011', '23-08-05-001', '23-08-05-002', '23-08-05-003', '23-08-05-005', '23-08-05-006', '23-08-05-007', '23-08-05-008', '23-08-05-009', '23-08-05-010', '23-08-05-011', '23-08-05-012', '23-08-05-013', '23-08-05-014', '23-08-05-015', '23-08-05-016', '23-08-05-017', '23-08-05-019', '23-08-05-020', '23-08-05-021', '23-08-05-022', '23-08-05-023', '23-08-05-024', '23-08-05-025', '23-08-05-026', '23-08-05-027', '23-08-05-028', '23-08-05-029', '23-08-05-030', '23-08-05-031', '23-08-05-032', '23-08-05-034', '23-08-05-036', '23-08-05-037', '23-08-05-038', '23-08-05-039', '23-08-05-040', '23-08-05-041', '23-08-05-042', '23-08-05-043', '23-08-05-044', '23-08-05-045', '23-08-02-049', '23-08-05-046', '23-08-05-049', '23-08-05-051', '23-08-05-058', '23-08-05-061', '23-08-05-063', '23-08-05-064', '23-08-09-045', '23-08-05-052', '23-08-05-050', '23-08-05-053', '23-08-05-054', '23-08-05-056', '23-08-05-059', '23-08-05-066', '23-08-05-057', '23-08-05-062', '23-08-05-067']",66,0.010151903,0.127413205,0.10878474,0.213938883,0.463885476,56%,43%,0%,1%
KWARA,MORO,JEBBA,23-12-01-019,OPEN SPACE OWOLABI,63,10,9,0,82,9.1192516,4.8261424,"['23-12-01-001', '23-12-01-002', '23-12-01-003', '23-12-01-004', '23-12-01-005', '23-12-01-006', '23-12-01-012', '23-12-01-013', '23-12-01-014', '23-12-01-015', '23-12-01-016', '23-12-01-017', '23-12-01-018', '23-12-01-020']",14,0.462926082,0.127404505,0.359914696,0.434091491,0.50226581,77%,12%,0%,11%
KWARA,KAIAMA,KAIAMA 11,23-11-07-013,SABO EEC V0CATIONAL II,29,11,9,0,49,9.6060976,3.9521382,"['23-11-07-002', '23-11-07-003', '23-11-07-007', '23-11-07-008', '23-11-07-010', '23-11-07-011']",6,1.405858184,0.126779324,1.95158876,0.841781945,1.898426118,59%,22%,0%,18%
KWARA,ILORIN-WEST,BALOGUN ALANAMU CENTRAL,23-08-05-042,OKE KURANGA POPO OLOMOBA,97,65,2,0,164,8.4936517,4.5340805,"['23-08-01-007', '23-08-01-008', '23-08-01-016', '23-08-01-017', '23-08-02-001', '23-08-02-011', '23-08-05-001', '23-08-05-002', '23-08-05-003', '23-08-05-005', '23-08-05-006', '23-08-05-007', '23-08-05-008', '23-08-05-009', '23-08-05-010', '23-08-05-011', '23-08-05-012', '23-08-05-013', '23-08-05-014', '23-08-05-015', '23-08-05-016', '23-08-05-017', '23-08-05-019', '23-08-05-020', '23-08-05-021', '23-08-05-022', '23-08-05-023', '23-08-05-024', '23-08-05-025', '23-08-05-026', '23-08-05-027', '23-08-05-028', '23-08-05-029', '23-08-05-030', '23-08-05-031', '23-08-05-032', '23-08-05-034', '23-08-05-035', '23-08-05-036', '23-08-05-037', '23-08-05-038', '23-08-05-039', '23-08-05-040', '23-08-05-041', '23-08-05-043', '23-08-05-044', '23-08-05-045', '23-08-02-049', '23-08-05-046', '23-08-05-049', '23-08-05-051', '23-08-05-058', '23-08-05-061', '23-08-05-063', '23-08-05-064', '23-08-09-045', '23-08-05-052', '23-08-05-050', '23-08-05-053', '23-08-05-054', '23-08-05-056', '23-08-05-059', '23-08-05-066', '23-08-05-057', '23-08-05-062', '23-08-05-067']",66,0.240806623,0.126551812,0.104060976,0.213938883,0.20233191,59%,40%,0%,1%
KWARA,KAIAMA,ADENA,23-11-01-009,MASAMA KLGEA,144,42,1,1,188,9.1563759,4.4493988,"['23-11-01-001', '23-11-01-002', '23-11-01-003', '23-11-01-005', '23-11-01-013']",5,0.090454444,0.126257076,1.00649691,0.040424668,1.008936224,77%,22%,1%,1%
KWARA,IREPODUN,IPETU/RORE/ARAN-ORIN,23-09-05-003,L.G.E.A SCH RORE,72,29,10,1,112,8.0948064,5.0697913,"['23-09-05-004', '23-09-05-005', '23-09-05-006', '23-09-05-007']",4,0.663729307,0.124861384,0.979667856,1.788854382,0.873404128,64%,26%,1%,9%
KWARA,ASA,AGO-OJA/OSHIN/SAPATI/LADUBA,23-01-11-001,LADUBA  L.G.E.A.SCH,129,51,2,1,183,8.3830885,4.5759843,"['23-01-11-002', '23-01-11-003', '23-01-11-004', '23-01-11-005', '23-01-11-006', '23-01-11-008', '23-01-11-009', '23-01-11-010', '23-01-11-011']",9,0.859826759,0.123682065,0.768108605,0.433160085,1.527114134,70%,28%,1%,1%
KWARA,IFELODUN,SHARE 1,23-05-09-006,ILE ONIBI SHARE,31,24,5,0,60,8.8228182,4.9688589,"['23-03-07-001', '23-03-07-002', '23-05-09-001', '23-05-09-003', '23-05-09-004', '23-05-09-005', '23-05-10-001', '23-05-10-002', '23-05-10-003', '23-05-10-004', '23-05-10-005', '23-05-10-006', '23-05-10-007', '23-05-10-008', '23-05-09-009', '23-05-09-012', '23-05-09-013', '23-05-10-010', '23-05-10-011', '23-05-10-013']",20,0.088544404,0.123489086,0.122717715,0.481208274,0.893045448,52%,40%,0%,8%
KWARA,ASA,EFUE/BERIKODO,23-01-07-004,EFUE LGEA SCH II,133,100,0,5,238,8.513574,4.3313089,"['23-01-07-001', '23-01-07-002', '23-01-07-003']",3,0.451342485,0.123395042,0,1.2284561,0.590004371,56%,42%,2%,0%
KWARA,OFFA,ESSA - B,23-13-06-003,OPEN SPACE OLOYABANLEKU AREA I,215,49,0,1,265,8.1443699,4.7249942,"['23-13-01-001', '23-13-01-007', '23-13-01-008', '23-13-01-009', '23-13-01-010', '23-13-04-007', '23-13-05-002', '23-13-05-004', '23-13-05-006', '23-13-06-001', '23-13-06-002', '23-13-06-004', '23-13-06-005', '23-13-11-001', '23-13-11-003', '23-13-11-004', '23-13-11-005', '23-13-11-006', '23-13-11-007', '23-13-11-008', '23-13-11-009', '23-13-11-010', '23-13-01-011', '23-13-01-013', '23-13-01-015', '23-13-01-016', '23-13-01-017', '23-13-01-018', '23-13-05-007', '23-13-05-008', '23-13-05-010', '23-13-06-006', '23-13-06-007', '23-13-06-008', '23-13-06-009', '23-13-06-010', '23-13-11-011', '23-13-11-013', '23-13-11-014', '23-13-11-015', '23-13-11-016']",41,0.368588924,0.123337204,0.673508841,0.11474731,1.185574038,81%,18%,0%,0%
KWARA,IREPODUN,OMU-ARAN 11 (IHAYE),23-09-07-015,OGBO GRAMMAR SCH. OMU-ARAN,67,53,46,1,167,8.1402266,5.0963141,"['23-09-03-006', '23-09-06-001', '23-09-06-002', '23-09-06-003', '23-09-06-004', '23-09-06-005', '23-09-06-006', '23-09-06-007', '23-09-06-008', '23-09-06-009', '23-09-06-010', '23-09-07-001', '23-09-07-002', '23-09-07-003', '23-09-07-005', '23-09-07-006', '23-09-07-007', '23-09-07-009', '23-09-07-010', '23-09-08-001', '23-09-08-002', '23-09-08-003', '23-09-08-004', '23-09-08-005', '23-09-08-006', '23-09-08-007', '23-09-08-008', '23-09-08-009', '23-09-08-010', '23-09-08-011', '23-09-08-012', '23-09-08-013', '23-09-08-017', '23-09-07-013', '23-09-07-014', '23-09-07-016', '23-09-07-017']",37,0.51381616,0.123243068,1.006957653,0.636574456,0.631217748,40%,32%,1%,28%
KWARA,KAIAMA,KAIAMA 111,23-11-08-007,SERIKI SAMARI OPEN SPACE,99,33,0,6,138,9.6083182,3.9400298,"['23-11-07-004', '23-11-07-005', '23-11-07-006', '23-11-08-001', '23-11-08-002', '23-11-08-004', '23-11-09-002', '23-11-07-009', '23-11-07-012', '23-11-08-005', '23-11-08-006', '23-11-08-008']",12,0.07718294,0.123117303,0.909156068,2.671121493,1.182134196,72%,24%,4%,0%
KWARA,OKE - ERO,ODO-OWA 11,23-14-10-001,IPEKUN COMPOUND,148,38,6,1,193,8.1282899,5.1797058,"['23-14-10-002', '23-14-10-003', '23-14-10-004', '23-14-10-005']",4,0.192378389,0.12267848,0.420073155,0.861893794,1.838973339,77%,20%,1%,3%
KWARA,ILORIN-WEST,AJIKOBI,23-08-02-016,ODE OYAN,141,134,1,1,277,8.5020443,4.5298857,"['23-08-02-001', '23-08-02-003', '23-08-02-006', '23-08-02-007', '23-08-02-008', '23-08-02-009', '23-08-02-011', '23-08-02-012', '23-08-02-013', '23-08-02-014', '23-08-02-015', '23-08-02-017', '23-08-02-018', '23-08-02-019', '23-08-02-020', '23-08-02-021', '23-08-02-022', '23-08-02-023', '23-08-02-024', '23-08-02-025', '23-08-02-026', '23-08-02-027', '23-08-02-029', '23-08-02-030', '23-08-02-032', '23-08-02-033', '23-08-02-034', '23-08-02-035', '23-08-02-036', '23-08-02-037', '23-08-02-038', '23-08-02-039', '23-08-02-040', '23-08-05-029', '23-08-05-034', '23-08-05-039', '23-08-09-001', '23-08-09-002', '23-08-09-003', '23-08-09-004', '23-08-09-005', '23-08-09-008', '23-08-09-012', '23-08-09-014', '23-08-09-015', '23-08-09-016', '23-08-09-017', '23-08-09-018', '23-08-09-019', '23-08-09-020', '23-08-09-021', '23-08-09-022', '23-08-09-023', '23-08-09-024', '23-08-09-026', '23-08-09-028', '23-08-09-029', '23-08-09-032', '23-08-09-033', '23-08-09-034', '23-08-02-042', '23-08-02-045', '23-08-02-046', '23-08-02-048', '23-08-02-049', '23-08-02-051', '23-08-02-052', '23-08-02-053', '23-08-02-054', '23-08-02-055', '23-08-02-056', '23-08-02-057', '23-08-02-059', '23-08-02-062', '23-08-02-064', '23-08-02-067', '23-08-02-069', '23-08-09-035', '23-08-09-036', '23-08-09-038', '23-08-09-039', '23-08-09-041', '23-08-09-043', '23-08-09-044', '23-08-09-045', '23-08-09-046', '23-08-02-043', '23-08-02-044', '23-08-02-047', '23-08-02-050', '23-08-02-060', '23-08-02-061', '23-08-02-063', '23-08-02-058', '23-08-09-037', '23-08-09-040', '23-08-09-042', '23-08-09-047', '23-08-02-065', '23-08-02-068', '23-08-05-059', '23-08-10-045']",102,0.238723469,0.12266828,0.123193813,0.2374557,0.539165724,51%,48%,0%,0%
KWARA,ILORIN EAST,IBAGUN,23-06-04-053,OPEN SPACE INFRONT OF ONDOKO MRT JAGUN,123,36,2,1,162,8.4798786,4.5418141,"['23-08-04-001', '23-08-10-019', '23-07-03-036', '23-08-10-033', '23-08-10-035', '23-08-04-017', '23-08-04-030']",7,1.21143666,0.121511179,1.172944841,0.680533495,0.824711565,76%,22%,1%,1%
KWARA,ILORIN-SOUTH,OKAKA 1,23-07-09-005,OPEN SPACE EBU-GADA,137,81,28,0,246,8.4837587,4.5611531,"['23-07-08-001', '23-07-08-002', '23-07-08-003', '23-07-08-004', '23-07-08-005', '23-07-08-006', '23-07-08-007', '23-07-08-008', '23-07-09-001', '23-07-09-002', '23-07-09-003', '23-07-09-004', '23-07-09-006', '23-07-09-007', '23-07-09-008', '23-07-09-009', '23-07-09-010', '23-07-09-011', '23-07-09-012', '23-07-10-001', '23-07-10-002', '23-07-10-003', '23-07-10-004', '23-07-10-005', '23-07-10-006', '23-07-10-007', '23-07-10-008', '23-07-10-009', '23-07-10-010', '23-07-10-011', '23-08-10-009', '23-08-10-010', '23-08-10-011', '23-08-10-022', '23-06-08-036', '23-07-10-012', '23-07-10-013', '23-07-10-014', '23-07-10-015', '23-07-10-016', '23-07-10-017', '23-07-10-018', '23-07-09-013', '23-07-09-015', '23-07-09-016', '23-07-09-017', '23-07-09-018', '23-07-09-021', '23-08-10-048', '23-07-08-010', '23-07-08-011', '23-07-08-012', '23-07-08-014', '23-07-08-015', '23-07-08-016', '23-08-01-033', '23-08-10-034', '23-08-10-041']",58,0.361257566,0.121077618,0.179375569,0.174774115,0.890413628,56%,33%,0%,11%
KWARA,EDU,TSARAGI 1,23-03-05-005,L.G.E.A SCH  KPANDARAGI,118,96,1,2,217,8.8922158,4.9889344,"['23-03-05-001', '23-03-05-003', '23-03-05-004', '23-03-05-006', '23-03-05-007', '23-03-05-008', '23-03-05-009']",7,0.038567155,0.12079238,0.858859441,0.551136565,0.701186281,54%,44%,1%,0%
KWARA,IREPODUN,OMU-ARAN 11 (IHAYE),23-09-07-007,IKOJA COMP OMU-ARAN,82,36,11,1,130,8.138274,5.104114,"['23-09-03-006', '23-09-06-001', '23-09-06-002', '23-09-06-003', '23-09-06-004', '23-09-06-005', '23-09-06-006', '23-09-06-007', '23-09-06-008', '23-09-06-009', '23-09-06-010', '23-09-07-004', '23-09-07-008', '23-09-07-011', '23-09-08-010', '23-09-08-011', '23-09-08-012', '23-09-06-012', '23-09-07-014', '23-09-07-015', '23-09-07-016']",21,0.941790671,0.120424065,0.784709007,2.042724771,0.728736278,63%,28%,1%,8%
KWARA,OFFA,SHAWO CENTRAL,23-13-03-004,"OPEN SPACE, AKOSIN AREA I",197,37,1,0,235,8.1468526,4.7154665,"['23-13-01-001', '23-13-01-007', '23-13-01-008', '23-13-01-009', '23-13-01-010', '23-13-02-003', '23-13-03-001', '23-13-03-002', '23-13-03-003', '23-13-03-005', '23-13-03-006', '23-13-03-007', '23-13-03-008', '23-13-04-007', '23-13-05-002', '23-13-05-004', '23-13-05-006', '23-13-09-001', '23-13-09-002', '23-13-09-003', '23-13-09-004', '23-13-09-005', '23-13-09-006', '23-13-10-001', '23-13-10-002', '23-13-10-003', '23-13-10-004', '23-13-10-005', '23-13-11-003', '23-13-01-011', '23-13-01-013', '23-13-01-015', '23-13-01-016', '23-13-01-017', '23-13-01-018', '23-13-05-007', '23-13-05-008', '23-13-05-010', '23-13-09-007', '23-13-09-008', '23-13-09-009', '23-13-09-010', '23-13-09-011', '23-13-09-012', '23-13-10-007', '23-13-10-008', '23-13-10-009', '23-13-10-010', '23-13-10-011', '23-13-03-009', '23-13-03-010', '23-13-03-011', '23-13-03-012', '23-13-03-013', '23-13-03-014', '23-13-02-011']",56,0.254716475,0.119882658,0.652826241,0.550300953,0.890679803,84%,16%,0%,0%
KWARA,ILORIN-SOUTH,BALOGUN-FULANI 11,23-07-07-006,OPEN SPACE BELLO MOTOR'S HOUSE II,106,77,2,0,185,8.4974726,4.5585742,"['23-06-02-002', '23-06-02-011', '23-06-02-012', '23-06-02-014', '23-06-03-009', '23-06-03-010', '23-06-03-012', '23-06-12-009', '23-07-06-001', '23-07-06-002', '23-07-06-003', '23-07-06-004', '23-07-06-005', '23-07-06-006', '23-07-06-007', '23-07-06-008', '23-07-06-009', '23-07-06-011', '23-07-06-013', '23-07-06-014', '23-07-06-015', '23-07-06-016', '23-07-06-017', '23-07-06-018', '23-07-07-001', '23-07-07-002', '23-07-07-003', '23-07-07-004', '23-07-07-005', '23-07-07-007', '23-07-07-008', '23-07-07-009', '23-07-07-010', '23-07-08-001', '23-07-08-002', '23-07-08-003', '23-07-08-004', '23-07-08-005', '23-07-08-006', '23-07-08-007', '23-07-08-008', '23-06-02-018', '23-06-03-025', '23-06-12-027', '23-07-06-019', '23-07-06-020', '23-07-07-011', '23-07-07-012', '23-07-07-013', '23-07-07-014', '23-07-07-015', '23-07-08-010', '23-07-08-011', '23-07-08-012', '23-07-08-013', '23-07-08-014', '23-07-08-015', '23-07-08-016', '23-07-08-017']",59,0.207227644,0.118268678,0.607001849,0.424244438,0.42459586,57%,42%,0%,1%
KWARA,ILORIN EAST,ZANGO,23-06-12-027,OPEN SPACE SANNI MAI TEA BALOGUN FULANI ROAD,35,19,1,0,55,8.49596,4.5562407,"['23-06-02-001', '23-06-02-002', '23-06-02-003', '23-06-02-004', '23-06-02-005', '23-06-02-006', '23-06-02-007', '23-06-02-008', '23-06-02-009', '23-06-02-010', '23-06-02-011', '23-06-02-012', '23-06-02-013', '23-06-02-014', '23-06-02-015', '23-06-02-016', '23-06-03-009', '23-06-03-010', '23-06-03-012', '23-06-07-003', '23-06-07-004', '23-06-07-008', '23-06-07-023', '23-06-07-025', '23-06-12-009', '23-07-06-001', '23-07-06-002', '23-07-06-003', '23-07-06-004', '23-07-06-005', '23-07-06-006', '23-07-06-007', '23-07-06-008', '23-07-06-009', '23-07-06-011', '23-07-06-013', '23-07-06-014', '23-07-06-015', '23-07-06-016', '23-07-06-017', '23-07-06-018', '23-07-07-001', '23-07-07-002', '23-07-07-003', '23-07-07-004', '23-07-07-005', '23-07-07-006', '23-07-07-007', '23-07-07-008', '23-07-07-009', '23-07-07-010', '23-07-08-001', '23-07-08-002', '23-07-08-003', '23-07-08-004', '23-07-08-005', '23-07-08-006', '23-07-08-007', '23-07-08-008', '23-07-09-007', '23-07-09-008', '23-07-11-005', '23-07-11-013', '23-06-02-017', '23-06-02-018', '23-06-02-020', '23-06-02-021', '23-06-02-022', '23-06-02-023', '23-06-03-025', '23-06-07-026', '23-07-06-019', '23-07-06-020', '23-07-07-011', '23-07-07-012', '23-07-07-013', '23-07-07-014', '23-07-07-015', '23-07-10-012', '23-07-11-019', '23-07-09-013', '23-07-08-010', '23-07-08-011', '23-07-08-012', '23-07-08-013', '23-07-08-014', '23-07-08-015', '23-07-08-016', '23-07-08-017']",89,0.36639939,0.118168381,0.275426548,0.398072462,0.892563633,64%,35%,0%,2%
KWARA,ILORIN-WEST,OLOJE,23-08-07-005,AIR FORCE PRY SCH I,116,43,14,1,174,8.5049577,4.503157,"['23-07-05-019', '23-08-07-003', '23-08-07-004', '23-08-07-006', '23-08-07-007', '23-08-07-008', '23-08-07-010', '23-08-07-011', '23-08-07-012', '23-08-07-013', '23-08-07-014', '23-08-07-015', '23-08-07-019', '23-08-07-022', '23-08-07-024', '23-08-07-027', '23-08-07-021', '23-08-07-028', '23-08-07-018', '23-08-07-023', '23-08-07-026', '23-08-07-020', '23-08-07-029']",23,0.205409665,0.117908041,2.629276708,0.140551257,1.097772137,67%,25%,1%,8%
KWARA,ILORIN-WEST,OLOJE,23-08-07-008,ODE MAGAJI OLOJE,116,43,14,1,174,8.5049577,4.503157,"['23-07-05-019', '23-08-07-003', '23-08-07-004', '23-08-07-005', '23-08-07-006', '23-08-07-007', '23-08-07-010', '23-08-07-011', '23-08-07-012', '23-08-07-013', '23-08-07-014', '23-08-07-015', '23-08-07-019', '23-08-07-022', '23-08-07-024', '23-08-07-027', '23-08-07-021', '23-08-07-028', '23-08-07-018', '23-08-07-023', '23-08-07-026', '23-08-07-020', '23-08-07-029']",23,0.205409665,0.117908041,2.629276708,0.140551257,1.097772137,67%,25%,1%,8%
KWARA,ASA,AFON,23-01-12-008,AFON AREA COURT ASA LGEA SHOPPING COMPLEX,91,35,4,0,130,8.3591489,4.613721,"['23-01-10-005', '23-01-10-008']",2,0.590130095,0.117663884,0.69143394,0,0.364469555,70%,27%,0%,3%
KWARA,OFFA,ESSA - C,23-13-07-003,IDI-OGUN SAWMILL AREA,174,25,7,0,206,8.1256958,4.7199927,"['23-13-07-002', '23-13-07-004', '23-13-07-006', '23-13-07-007', '23-13-07-008', '23-13-07-009', '23-13-07-013', '23-13-07-014', '23-13-07-015', '23-13-07-016', '23-13-07-017']",11,0.478137905,0.117627023,0.457118382,0.420043165,0.609780756,84%,12%,0%,3%
KWARA,BARUTEN,GWANARA,23-02-04-016,DOKONU OPEN SPACE,137,46,0,0,183,8.8921026,3.1353091,"['23-02-04-001', '23-02-04-002', '23-02-04-003', '23-02-04-004', '23-02-04-005', '23-02-04-006', '23-02-04-008', '23-02-04-010', '23-02-04-011', '23-02-04-012', '23-02-04-013', '23-02-04-015', '23-02-04-017', '23-02-04-018', '23-02-04-019', '23-02-04-020']",16,0.094932153,0.117366594,0.53956916,0.405980239,0.393636434,75%,25%,0%,0%
KWARA,OFFA,ESSA - A,23-13-05-002,"OPEN SPACE, OBADA BOYE AREA I",143,30,5,2,180,8.1467628,4.7232259,"['23-13-01-001', '23-13-01-007', '23-13-01-008', '23-13-01-009', '23-13-01-010', '23-13-03-001', '23-13-03-002', '23-13-03-003', '23-13-03-004', '23-13-03-005', '23-13-03-006', '23-13-03-007', '23-13-03-008', '23-13-04-007', '23-13-05-004', '23-13-05-006', '23-13-06-001', '23-13-06-002', '23-13-06-003', '23-13-06-004', '23-13-06-005', '23-13-09-001', '23-13-09-002', '23-13-09-003', '23-13-09-004', '23-13-09-005', '23-13-09-006', '23-13-10-001', '23-13-10-002', '23-13-10-003', '23-13-10-004', '23-13-10-005', '23-13-11-001', '23-13-11-003', '23-13-11-004', '23-13-11-005', '23-13-11-006', '23-13-11-007', '23-13-11-008', '23-13-11-009', '23-13-11-010', '23-13-01-011', '23-13-01-013', '23-13-01-015', '23-13-01-016', '23-13-01-017', '23-13-01-018', '23-13-05-007', '23-13-05-008', '23-13-05-010', '23-13-06-006', '23-13-06-007', '23-13-06-008', '23-13-06-009', '23-13-06-010', '23-13-09-007', '23-13-09-008', '23-13-09-009', '23-13-09-010', '23-13-09-011', '23-13-09-012', '23-13-10-007', '23-13-10-008', '23-13-10-009', '23-13-10-010', '23-13-10-011', '23-13-11-011', '23-13-11-013', '23-13-11-014', '23-13-11-015', '23-13-11-016', '23-13-03-009', '23-13-03-010', '23-13-03-011', '23-13-03-012', '23-13-03-013', '23-13-03-014']",77,0.148313561,0.116255348,0.098312194,1.31701786,0.806906869,79%,17%,1%,3%
KWARA,BARUTEN,OKUTA,23-02-09-028,CENTRAL OFFICE OPEN SPACE,158,35,4,2,199,9.2228301,3.2005641,"['23-02-09-003', '23-02-09-007', '23-02-09-008', '23-02-09-009', '23-02-09-011', '23-02-09-012', '23-02-09-013', '23-02-09-015', '23-02-09-016', '23-02-09-018', '23-02-09-019', '23-02-09-021', '23-02-09-023', '23-02-09-024', '23-02-09-026', '23-02-09-029']",16,0.471305965,0.116165166,0.477789058,0.324585072,0.7924131,79%,18%,1%,2%
