State,LGA,Ward,PU-Code,PU-Name,APC,PDP,LP,NNPP,Total_Votes,Latitude,Longitude,Neighbours,Neighbour_Count,APC_outlier_score,PDP_outlier_score,LP_outlier_score,NNPP_outlier_score,Overall_Outlier_Score,APC_share,PDP_share,NNPP_share,LP_share
KWARA,ILORIN-WEST,OGIDI,23-08-08-008,ODE OLORIEGBE,177,85,1,0,263,8.5349865,4.5108862,"['23-08-08-001', '23-08-08-002', '23-08-08-003', '23-08-08-007', '23-08-08-009', '23-08-08-010', '23-08-08-011', '23-08-08-015', '23-08-08-017', '23-08-08-018', '23-08-08-019', '23-08-08-014']",12,1.231688938,1.207385337,0.000934898,0.594179379,0.526454232,67%,32%,0%,0%
KWARA,OYUN,IGBONA,23-15-03-008,IDI-APA SURULERE OPEN SPACE,27,40,0,0,67,8.1623156,4.6140481,"['23-15-03-001', '23-15-03-002', '23-15-03-003', '23-15-03-004', '23-15-03-005', '23-15-03-006']",6,0.729865432,1.204720739,1.072278224,0.452856539,1.664197921,40%,60%,0%,0%
KWARA,ILORIN-SOUTH,AKANBI -V,23-07-05-040,"OPEN SPACE, IDI-APE VILLAGE",101,60,3,0,164,8.5147051,4.6063042,"['23-07-05-001', '23-07-05-002', '23-07-05-003', '23-07-05-012', '23-07-05-013', '23-07-05-014', '23-07-05-015', '23-07-05-018', '23-07-05-020', '23-07-05-021', '23-07-05-024', '23-07-05-027', '23-07-05-033', '23-07-05-034', '23-07-05-035', '23-07-05-037', '23-07-05-038', '23-07-05-039']",18,0.070833926,1.203131885,0.904295402,0.639688349,0.570593587,62%,37%,0%,2%
KWARA,OKE - ERO,ODO-OWA 11,23-14-10-005,TEMIDIRE (YASOLA),107,39,4,1,151,8.1282899,5.1797058,"['23-14-10-001', '23-14-10-002', '23-14-10-003', '23-14-10-004']",4,1.219925987,1.20300969,1.319330909,1.302277485,0.828844814,71%,26%,1%,3%
KWARA,OKE - ERO,ODO-OWA 1,23-14-09-004,C.A.C L.G.E.A SCH,87,82,12,1,182,8.0864921,5.1571356,"['23-10-03-008', '23-14-09-008', '23-14-10-007']",3,0.137100982,1.202840951,0.483067461,0.337844669,1.221355544,48%,45%,1%,7%
KWARA,ILORIN-WEST,OKO-ERIN,23-08-10-003,QUEEN SCH ILORIN I,89,20,121,2,232,8.4764434,4.5333186,"['23-08-04-003', '23-08-04-004', '23-08-04-010', '23-08-04-011', '23-08-04-012', '23-08-04-015', '23-08-10-019', '23-08-04-022', '23-08-04-027', '23-08-04-031', '23-08-04-025', '23-08-10-035', '23-08-04-021', '23-08-04-018', '23-08-04-029', '23-08-04-026', '23-08-05-055', '23-08-04-023', '23-08-04-024']",19,1.000267635,1.201876672,2.715018685,0.168710337,1.865672638,38%,9%,1%,52%
KWARA,BARUTEN,GURE/GWASORO,23-02-02-025,TONNA TANGE LGEA SCH.,95,22,2,0,119,9.4388316,3.5003454,"['23-02-02-001', '23-02-02-004', '23-02-02-005', '23-02-02-006', '23-02-02-009', '23-02-02-010', '23-02-02-011', '23-02-02-012', '23-02-02-014', '23-02-02-017', '23-02-02-020', '23-02-02-022', '23-02-02-023', '23-02-02-026', '23-02-02-028', '23-02-02-029', '23-02-02-030', '23-02-02-031', '23-02-02-032', '23-02-02-033']",20,1.223799733,1.201089702,0.383664655,0.67014323,0.706436751,80%,18%,0%,2%
KWARA,EDU,TSONGA 111,23-03-10-013,L.G.E.A.SCH.CHIJI,40,117,0,1,158,8.954311,5.2057909,"['23-03-10-001', '23-03-10-004', '23-03-10-005', '23-03-10-006', '23-03-10-009', '23-03-10-010', '23-03-10-011', '23-03-10-012']",8,1.181901899,1.198943176,0,0.485744397,0.626597172,25%,74%,1%,0%
KWARA,BARUTEN,OKUTA,23-02-09-012,OKUTA BARIKE PEOPLES' BANK,66,34,16,2,118,9.2228301,3.2005641,"['23-02-09-003', '23-02-09-007', '23-02-09-008', '23-02-09-009', '23-02-09-011', '23-02-09-013', '23-02-09-015', '23-02-09-016', '23-02-09-018', '23-02-09-019', '23-02-09-021', '23-02-09-023', '23-02-09-024', '23-02-09-026', '23-02-09-028', '23-02-09-029']",16,0.59839868,1.19840369,0.979932672,1.02148997,0.688059379,56%,29%,2%,14%
KWARA,MORO,JEBBA,23-12-01-002,ST THERESA SCH JEBBA,0,0,0,0,0,9.1192516,4.8261424,"['23-12-01-001', '23-12-01-003', '23-12-01-004', '23-12-01-005', '23-12-01-006', '23-12-01-012', '23-12-01-013', '23-12-01-014', '23-12-01-015', '23-12-01-016', '23-12-01-017', '23-12-01-018', '23-12-01-019', '23-12-01-020']",14,2.551286887,1.198016631,1.005359498,0.434091491,1.12755464,0%,0%,0%,0%
KWARA,MORO,JEBBA,23-12-01-020,OPEN SPACE OLOHUNLANA,42,0,0,0,42,9.1192516,4.8261424,"['23-12-01-001', '23-12-01-002', '23-12-01-003', '23-12-01-004', '23-12-01-005', '23-12-01-006', '23-12-01-012', '23-12-01-013', '23-12-01-014', '23-12-01-015', '23-12-01-016', '23-12-01-017', '23-12-01-018', '23-12-01-019']",14,1.371974437,1.198016631,1.005359498,0.434091491,0.868998046,100%,0%,0%,0%
KWARA,IFELODUN,SHARE V,23-05-13-001,OPEN SPACE FAJE VILLAGE,52,9,0,2,63,8.8262805,4.9143239,"['23-05-13-005', '23-05-13-006', '23-05-13-007', '23-05-13-008', '23-05-13-009', '23-05-13-010', '23-05-13-011', '23-05-13-012']",8,1.238074388,1.197000895,0.736071312,0.21669834,0.628347022,83%,14%,3%,0%
KWARA,OYUN,ILEMONA,23-15-02-004,LGEA SCH REKE,21,28,0,0,49,8.114814,4.6598891,"['23-15-02-001', '23-15-02-002', '23-15-02-003', '23-15-02-005', '23-15-02-006', '23-15-02-007', '23-15-02-008', '23-15-02-009', '23-15-02-010', '23-15-02-011']",10,0.14273666,1.196559561,0.945508179,0.513823463,0.765784245,43%,57%,0%,0%
KWARA,EDU,TSARAGI 1,23-03-05-007,L.G.E.A SCH JIYADE,64,21,4,2,91,8.8922158,4.9889344,"['23-03-05-001', '23-03-05-003', '23-03-05-004', '23-03-05-005', '23-03-05-006', '23-03-05-008', '23-03-05-009']",7,0.89750384,1.19604577,0.233591173,2.164495602,1.120169971,70%,23%,2%,4%
KWARA,EDU,TSARAGI 11,23-03-06-014,OPEN SPACE MOKWAGI KEREMI,0,0,0,0,0,9.0899421,4.9558696,"['23-03-06-003', '23-03-06-009', '23-03-06-012', '23-03-06-016', '23-03-06-019', '23-03-06-020']",6,1.475879617,1.194845082,0.533429938,0.793398078,0.878963809,0%,0%,0%,0%
KWARA,IFELODUN,SHARE 11,23-05-10-006,OPEN SPACE MOTOR PARK SHARE,77,38,15,1,131,8.8228182,4.9688589,"['23-03-07-001', '23-03-07-002', '23-05-09-001', '23-05-09-003', '23-05-09-004', '23-05-09-005', '23-05-09-006', '23-05-10-001', '23-05-10-002', '23-05-10-003', '23-05-10-004', '23-05-10-005', '23-05-10-007', '23-05-10-008', '23-05-09-009', '23-05-09-012', '23-05-09-013', '23-05-10-010', '23-05-10-011', '23-05-10-013']",20,0.85609086,1.194810562,0.590074292,0.506677342,0.428343785,59%,29%,1%,11%
KWARA,KAIAMA,BANI,23-11-02-009,SHEIKH BABA KLGEA,11,33,0,0,44,9.0231692,4.2728398,"['23-11-02-001', '23-11-02-003', '23-11-02-005', '23-11-02-006', '23-11-02-007', '23-11-02-010', '23-11-02-017', '23-11-02-020']",8,1.162875585,1.193041739,0.753575191,0.333333333,0.913691494,25%,75%,0%,0%
KWARA,MORO,OLORU,23-12-08-006,LGEA SCHOOL ADAMA,140,49,2,4,195,8.6614421,4.5946903,"['23-12-08-001', '23-12-08-002', '23-12-08-005', '23-12-08-007']",4,1.386525589,1.191272566,0.473846329,1.01684648,1.077509846,72%,25%,2%,1%
KWARA,IFELODUN,IGBAJA 1,23-05-14-006,BAPTIST SCH IGBAJA,58,27,15,0,100,8.3836638,4.8750758,"['23-05-14-002', '23-05-14-003', '23-05-14-004', '23-05-14-005', '23-05-14-007', '23-05-14-008', '23-05-14-009', '23-05-14-010', '23-05-14-013', '23-05-04-011']",10,0.100865433,1.190941471,0.009348245,0.431520794,0.432991903,58%,27%,0%,15%
KWARA,ILORIN-WEST,OJUEKUN/ZARUMI,23-08-09-011,ODE KURE (POPO IGBONA),107,130,0,0,237,8.5001552,4.5423672,"['23-06-02-001', '23-06-02-002', '23-06-02-003', '23-06-02-004', '23-06-02-005', '23-06-02-006', '23-06-02-007', '23-06-02-008', '23-06-02-009', '23-06-02-010', '23-06-02-013', '23-06-02-015', '23-06-02-016', '23-06-04-010', '23-06-07-001', '23-06-07-002', '23-06-07-003', '23-06-07-004', '23-06-07-005', '23-06-07-008', '23-06-07-009', '23-06-07-010', '23-06-07-011', '23-06-07-012', '23-06-07-013', '23-06-07-014', '23-06-07-015', '23-06-07-016', '23-06-07-017', '23-06-07-018', '23-06-07-019', '23-06-07-020', '23-06-07-021', '23-06-07-022', '23-06-07-023', '23-06-07-024', '23-06-07-025', '23-08-02-001', '23-08-05-004', '23-08-05-009', '23-08-05-020', '23-08-05-029', '23-08-05-031', '23-08-05-034', '23-08-05-039', '23-08-06-002', '23-08-06-003', '23-08-06-004', '23-08-06-005', '23-08-06-006', '23-08-06-008', '23-08-06-009', '23-08-06-010', '23-08-06-011', '23-08-06-012', '23-08-06-013', '23-08-06-014', '23-08-09-001', '23-08-09-002', '23-08-09-003', '23-08-09-004', '23-08-09-005', '23-08-09-008', '23-08-09-012', '23-08-09-013', '23-08-09-014', '23-08-09-015', '23-08-09-016', '23-08-09-017', '23-08-09-018', '23-08-09-019', '23-08-09-020', '23-08-09-021', '23-08-09-022', '23-08-09-023', '23-08-09-024', '23-08-09-026', '23-08-09-028', '23-08-09-029', '23-08-09-032', '23-08-09-033', '23-08-09-034', '23-06-02-017', '23-06-02-020', '23-06-02-021', '23-06-02-022', '23-06-02-023', '23-06-04-034', '23-06-04-042', '23-06-07-026', '23-06-07-028', '23-06-07-029', '23-06-07-030', '23-06-07-031', '23-06-07-032', '23-06-07-033', '23-06-07-034', '23-06-07-035', '23-08-05-060', '23-08-06-019', '23-08-06-022', '23-08-06-023', '23-08-06-024', '23-08-06-026', '23-08-06-027', '23-08-09-035', '23-08-09-036', '23-08-09-038', '23-08-09-039', '23-08-09-043', '23-08-09-044', '23-08-09-045', '23-08-09-046', '23-08-06-018', '23-08-06-020', '23-08-09-037', '23-08-09-040', '23-08-09-042', '23-08-09-047', '23-08-05-059', '23-08-06-025']",121,0.705244014,1.190222712,0.279743133,0.454578006,0.524055804,45%,55%,0%,0%
KWARA,ILORIN-WEST,AJIKOBI,23-08-02-048,ODE ILE KABA,41,102,0,1,144,8.5032764,4.5302141,"['23-08-02-001', '23-08-02-003', '23-08-02-006', '23-08-02-007', '23-08-02-008', '23-08-02-009', '23-08-02-011', '23-08-02-012', '23-08-02-013', '23-08-02-014', '23-08-02-015', '23-08-02-016', '23-08-02-017', '23-08-02-018', '23-08-02-019', '23-08-02-020', '23-08-02-021', '23-08-02-022', '23-08-02-023', '23-08-02-024', '23-08-02-025', '23-08-02-026', '23-08-02-027', '23-08-02-029', '23-08-02-030', '23-08-02-032', '23-08-02-033', '23-08-02-034', '23-08-02-035', '23-08-02-036', '23-08-02-037', '23-08-02-038', '23-08-02-039', '23-08-02-040', '23-08-05-029', '23-08-05-034', '23-08-05-039', '23-08-09-001', '23-08-09-002', '23-08-09-003', '23-08-09-004', '23-08-09-005', '23-08-09-008', '23-08-09-012', '23-08-09-014', '23-08-09-015', '23-08-09-016', '23-08-09-017', '23-08-09-018', '23-08-09-019', '23-08-09-020', '23-08-09-021', '23-08-09-022', '23-08-09-023', '23-08-09-024', '23-08-09-026', '23-08-09-028', '23-08-09-029', '23-08-09-032', '23-08-09-033', '23-08-09-034', '23-08-02-042', '23-08-02-045', '23-08-02-046', '23-08-02-049', '23-08-02-051', '23-08-02-052', '23-08-02-053', '23-08-02-054', '23-08-02-055', '23-08-02-056', '23-08-02-057', '23-08-02-059', '23-08-02-062', '23-08-02-064', '23-08-02-067', '23-08-02-069', '23-08-09-035', '23-08-09-036', '23-08-09-038', '23-08-09-039', '23-08-09-041', '23-08-09-043', '23-08-09-044', '23-08-09-045', '23-08-09-046', '23-08-02-043', '23-08-02-044', '23-08-02-047', '23-08-02-050', '23-08-02-060', '23-08-02-061', '23-08-02-063', '23-08-02-058', '23-08-09-037', '23-08-09-040', '23-08-09-042', '23-08-09-047', '23-08-02-065', '23-08-02-068', '23-08-05-059', '23-08-10-045']",102,0.880100392,1.188891994,0.169723654,0.10295228,0.373046349,28%,71%,1%,0%
KWARA,ILORIN EAST,AGBEYANGI/GBADAMU/OSIN,23-06-01-015,ODE-BALE MAPE VILLAGE,15,2,0,0,17,8.5645135,4.7898731,"['23-06-01-004', '23-06-01-009', '23-06-01-012']",3,1.180596194,1.188498158,0.5,0,0.800082293,88%,12%,0%,0%
KWARA,OFFA,OJOMU NORTH/NORTH WEST,23-13-08-015,COMMUNITY SECONDARY SCHOOL OFFA,0,0,0,0,0,8.1776566,4.70189,"['23-13-08-001', '23-13-08-002', '23-13-08-005', '23-13-08-006', '23-13-08-007', '23-13-08-008', '23-13-08-009', '23-13-08-010', '23-13-08-011', '23-13-08-012', '23-13-08-013', '23-13-08-016', '23-13-08-017', '23-13-08-018', '23-13-08-020', '23-13-08-021']",16,3.509796698,1.186510907,1.685977592,0.404401643,1.289289608,0%,0%,0%,0%
KWARA,OFFA,OJOMU NORTH/NORTH WEST,23-13-08-018,"G.S.S, OFFA",12,0,6,0,18,8.1776566,4.70189,"['23-13-08-001', '23-13-08-002', '23-13-08-005', '23-13-08-006', '23-13-08-007', '23-13-08-008', '23-13-08-009', '23-13-08-010', '23-13-08-011', '23-13-08-012', '23-13-08-013', '23-13-08-016', '23-13-08-017', '23-13-08-020', '23-13-08-021', '23-13-08-015']",16,0.137037329,1.186510907,1.589615383,0.404401643,1.098825172,67%,0%,0%,33%
KWARA,ILORIN-WEST,AJIKOBI,23-08-02-006,ODE OPOBIYI II,80,196,0,1,277,8.5032764,4.5302141,"['23-08-02-001', '23-08-02-003', '23-08-02-007', '23-08-02-008', '23-08-02-009', '23-08-02-011', '23-08-02-012', '23-08-02-013', '23-08-02-014', '23-08-02-015', '23-08-02-016', '23-08-02-017', '23-08-02-018', '23-08-02-019', '23-08-02-020', '23-08-02-021', '23-08-02-022', '23-08-02-023', '23-08-02-024', '23-08-02-025', '23-08-02-026', '23-08-02-027', '23-08-02-029', '23-08-02-030', '23-08-02-032', '23-08-02-033', '23-08-02-034', '23-08-02-035', '23-08-02-036', '23-08-02-037', '23-08-02-038', '23-08-02-039', '23-08-02-040', '23-08-05-029', '23-08-05-034', '23-08-05-039', '23-08-09-001', '23-08-09-002', '23-08-09-003', '23-08-09-004', '23-08-09-005', '23-08-09-008', '23-08-09-012', '23-08-09-014', '23-08-09-015', '23-08-09-016', '23-08-09-017', '23-08-09-018', '23-08-09-019', '23-08-09-020', '23-08-09-021', '23-08-09-022', '23-08-09-023', '23-08-09-024', '23-08-09-026', '23-08-09-028', '23-08-09-029', '23-08-09-032', '23-08-09-033', '23-08-09-034', '23-08-02-042', '23-08-02-045', '23-08-02-046', '23-08-02-048', '23-08-02-049', '23-08-02-051', '23-08-02-052', '23-08-02-053', '23-08-02-054', '23-08-02-055', '23-08-02-056', '23-08-02-057', '23-08-02-059', '23-08-02-062', '23-08-02-064', '23-08-02-067', '23-08-02-069', '23-08-09-035', '23-08-09-036', '23-08-09-038', '23-08-09-039', '23-08-09-041', '23-08-09-043', '23-08-09-044', '23-08-09-045', '23-08-09-046', '23-08-02-043', '23-08-02-044', '23-08-02-047', '23-08-02-050', '23-08-02-060', '23-08-02-061', '23-08-02-063', '23-08-02-058', '23-08-09-037', '23-08-09-040', '23-08-09-042', '23-08-09-047', '23-08-02-065', '23-08-02-068', '23-08-05-059', '23-08-10-045']",102,0.859717214,1.185321252,0.169723654,0.2374557,0.670509845,29%,71%,0%,0%
KWARA,ILORIN EAST,BALOGUN GAMBARI 11,23-06-03-010,OJAGBORO L.G.E.A SCH I,196,61,2,1,260,8.5004812,4.5602851,"['23-06-02-002', '23-06-02-011', '23-06-02-012', '23-06-02-014', '23-06-03-009', '23-06-03-012', '23-06-12-009', '23-07-06-001', '23-07-06-002', '23-07-06-003', '23-07-06-004', '23-07-06-005', '23-07-06-006', '23-07-06-007', '23-07-06-008', '23-07-06-009', '23-07-06-011', '23-07-06-013', '23-07-06-014', '23-07-06-015', '23-07-06-016', '23-07-06-017', '23-07-06-018', '23-07-07-001', '23-07-07-002', '23-07-07-003', '23-07-07-004', '23-07-07-005', '23-07-07-006', '23-07-07-007', '23-07-07-008', '23-07-07-009', '23-07-07-010', '23-06-03-025', '23-06-12-027', '23-07-06-019', '23-07-06-020', '23-07-07-011', '23-07-07-012', '23-07-07-013', '23-07-07-014', '23-07-07-015', '23-07-08-013', '23-07-08-015', '23-07-08-016', '23-07-08-017']",46,1.356756893,1.184749758,0.464908447,0.009450465,0.827785521,75%,23%,0%,1%
KWARA,ILORIN-WEST,BADARI,23-08-04-021,ODE ILE ALAGBON,11,11,1,0,23,8.4772913,4.5289253,"['23-08-04-003', '23-08-04-004', '23-08-04-010', '23-08-04-011', '23-08-04-012', '23-08-04-015', '23-08-10-003', '23-08-10-019', '23-08-04-022', '23-08-04-027', '23-08-04-031', '23-08-04-025', '23-08-10-035', '23-08-04-018', '23-08-04-029', '23-08-04-026', '23-08-05-055', '23-08-04-023', '23-08-04-024']",19,0.404694882,1.184199743,0.792780341,0.275663085,0.844777284,48%,48%,0%,4%
KWARA,OFFA,SHAWO SOUTH WEST,23-13-02-012,OPEN SPACE NAWARU-DEEN SCHOOL I,164,15,18,0,197,8.1556662,4.6901657,"['23-13-02-005', '23-13-02-006', '23-13-02-013']",3,0.640109758,1.184152401,0.04390497,0.5,0.494424664,83%,8%,0%,9%
KWARA,EDU,TSARAGI 111,23-03-07-009,L.G.E.A SCH DUBANGI,70,103,8,0,181,8.8686008,5.0390536,"['23-03-07-006', '23-03-07-010', '23-03-07-012', '23-03-07-013', '23-03-07-014', '23-03-07-015', '23-03-07-016', '23-03-07-018', '23-03-07-019', '23-03-07-020']",10,1.265978345,1.183816244,1.672776038,0.629726842,0.74375253,39%,57%,0%,4%
KWARA,EDU,LAFIAGI 1V,23-03-04-017,L.G.E.A SCH. CHEWURU,48,12,0,0,60,8.9270263,5.4604985,"['23-03-04-002', '23-03-04-003', '23-03-04-006', '23-03-04-007', '23-03-04-008', '23-03-04-010', '23-03-04-013', '23-03-04-015']",8,1.864767406,1.183395897,0.333333333,0.637809502,0.695235085,80%,20%,0%,0%
KWARA,EKITI,OBBO-AIYEGGUNLE 11,23-04-05-002,OPEN SPACE IPETU  OBBO-AIYEGUNLE II,42,8,1,0,51,8.0237125,5.2711559,"['23-04-05-001', '23-04-05-003', '23-04-05-004', '23-04-05-005', '23-04-05-006']",5,1.598020138,1.176465344,0.498894885,0,0.911901513,82%,16%,0%,2%
KWARA,OKE - ERO,ILOFFA,23-14-04-008,ILOFFA GRAMMAR SCHOOL,55,7,7,0,69,8.1070489,5.1379946,"['23-14-04-002', '23-14-04-003', '23-14-04-004', '23-14-04-005', '23-14-04-009', '23-14-04-010']",6,0.964304428,1.175341645,1.536367069,0.377964473,0.946437098,80%,10%,0%,10%
KWARA,ILORIN-WEST,AJIKOBI,23-08-02-008,ODE SAURA (AGBAJI) II,81,196,1,0,278,8.5032764,4.5302141,"['23-08-02-001', '23-08-02-003', '23-08-02-006', '23-08-02-007', '23-08-02-009', '23-08-02-011', '23-08-02-012', '23-08-02-013', '23-08-02-014', '23-08-02-015', '23-08-02-016', '23-08-02-017', '23-08-02-018', '23-08-02-019', '23-08-02-020', '23-08-02-021', '23-08-02-022', '23-08-02-023', '23-08-02-024', '23-08-02-025', '23-08-02-026', '23-08-02-027', '23-08-02-029', '23-08-02-030', '23-08-02-032', '23-08-02-033', '23-08-02-034', '23-08-02-035', '23-08-02-036', '23-08-02-037', '23-08-02-038', '23-08-02-039', '23-08-02-040', '23-08-05-029', '23-08-05-034', '23-08-05-039', '23-08-09-001', '23-08-09-002', '23-08-09-003', '23-08-09-004', '23-08-09-005', '23-08-09-008', '23-08-09-012', '23-08-09-014', '23-08-09-015', '23-08-09-016', '23-08-09-017', '23-08-09-018', '23-08-09-019', '23-08-09-020', '23-08-09-021', '23-08-09-022', '23-08-09-023', '23-08-09-024', '23-08-09-026', '23-08-09-028', '23-08-09-029', '23-08-09-032', '23-08-09-033', '23-08-09-034', '23-08-02-042', '23-08-02-045', '23-08-02-046', '23-08-02-048', '23-08-02-049', '23-08-02-051', '23-08-02-052', '23-08-02-053', '23-08-02-054', '23-08-02-055', '23-08-02-056', '23-08-02-057', '23-08-02-059', '23-08-02-062', '23-08-02-064', '23-08-02-067', '23-08-02-069', '23-08-09-035', '23-08-09-036', '23-08-09-038', '23-08-09-039', '23-08-09-041', '23-08-09-043', '23-08-09-044', '23-08-09-045', '23-08-09-046', '23-08-02-043', '23-08-02-044', '23-08-02-047', '23-08-02-050', '23-08-02-060', '23-08-02-061', '23-08-02-063', '23-08-02-058', '23-08-09-037', '23-08-09-040', '23-08-09-042', '23-08-09-047', '23-08-02-065', '23-08-02-068', '23-08-05-059', '23-08-10-045']",102,0.846956699,1.173237242,0.123361187,0.383083463,0.723274163,29%,71%,0%,0%
KWARA,BARUTEN,GWANARA,23-02-04-015,GWANARA  L.G.E.A.SCH II,213,4,0,0,217,8.8924064,3.1362987,"['23-02-04-001', '23-02-04-002', '23-02-04-003', '23-02-04-004', '23-02-04-005', '23-02-04-006', '23-02-04-008', '23-02-04-010', '23-02-04-011', '23-02-04-012', '23-02-04-013', '23-02-04-016', '23-02-04-017', '23-02-04-018', '23-02-04-019', '23-02-04-020']",16,1.207359022,1.173091742,0.53956916,0.405980239,0.823131701,98%,2%,0%,0%
KWARA,ILORIN-SOUTH,AKANBI -V,23-07-05-025,"OPEN SPACE, OPP. J & A HOTEL KULENDE AREA",65,14,35,0,114,8.5113053,4.5866177,"['23-07-05-004', '23-07-05-005', '23-07-05-006', '23-07-05-008', '23-07-05-009', '23-07-05-010', '23-07-05-017', '23-07-05-022', '23-07-05-026', '23-07-05-028', '23-07-05-032']",11,0.898016989,1.172699565,1.329458342,0.813998048,0.896362324,57%,12%,0%,31%
KWARA,OFFA,OJOMU  CENTRAL 1,23-13-09-002,OPEN SPACE EJISUN AREA I,122,51,2,0,175,8.15227,4.7180528,"['23-13-01-001', '23-13-01-007', '23-13-01-008', '23-13-01-009', '23-13-01-010', '23-13-03-001', '23-13-03-002', '23-13-03-003', '23-13-03-004', '23-13-03-005', '23-13-03-006', '23-13-03-007', '23-13-03-008', '23-13-04-007', '23-13-05-002', '23-13-05-004', '23-13-05-006', '23-13-08-004', '23-13-09-001', '23-13-09-003', '23-13-09-004', '23-13-09-005', '23-13-09-006', '23-13-10-001', '23-13-10-002', '23-13-10-003', '23-13-10-004', '23-13-10-005', '23-13-11-003', '23-13-11-004', '23-13-01-011', '23-13-01-013', '23-13-01-015', '23-13-01-016', '23-13-01-017', '23-13-01-018', '23-13-05-007', '23-13-05-008', '23-13-05-010', '23-13-09-007', '23-13-09-008', '23-13-09-009', '23-13-09-010', '23-13-09-011', '23-13-09-012', '23-13-10-007', '23-13-10-008', '23-13-10-009', '23-13-10-010', '23-13-10-011', '23-13-11-013', '23-13-03-009', '23-13-03-010', '23-13-03-011', '23-13-03-012', '23-13-03-013', '23-13-03-014']",57,0.458302828,1.172260026,0.468771955,0.52175831,0.763192702,70%,29%,0%,1%
KWARA,EDU,TSONGA 111,23-03-10-006,L.G.E.A SCH SANCHITAGI II,47,134,0,1,182,8.954311,5.2057909,"['23-03-10-001', '23-03-10-004', '23-03-10-005', '23-03-10-009', '23-03-10-010', '23-03-10-011', '23-03-10-012', '23-03-10-013']",8,1.148884653,1.171859379,0,0.55259142,0.524778608,26%,74%,1%,0%
KWARA,OFFA,BALOGUN,23-13-01-013,OPEN SPACE AROMASODUN,0,0,0,0,0,8.1495463,4.7180528,"['23-13-01-001', '23-13-01-007', '23-13-01-008', '23-13-01-009', '23-13-01-010', '23-13-03-001', '23-13-03-002', '23-13-03-003', '23-13-03-004', '23-13-03-005', '23-13-03-006', '23-13-03-007', '23-13-03-008', '23-13-04-007', '23-13-05-002', '23-13-05-004', '23-13-05-006', '23-13-06-001', '23-13-06-002', '23-13-06-003', '23-13-06-004', '23-13-06-005', '23-13-08-004', '23-13-09-001', '23-13-09-002', '23-13-09-003', '23-13-09-004', '23-13-09-005', '23-13-09-006', '23-13-10-001', '23-13-10-002', '23-13-10-003', '23-13-10-004', '23-13-10-005', '23-13-11-003', '23-13-11-004', '23-13-01-011', '23-13-01-015', '23-13-01-016', '23-13-01-017', '23-13-01-018', '23-13-05-007', '23-13-05-008', '23-13-05-010', '23-13-06-006', '23-13-06-007', '23-13-06-008', '23-13-06-009', '23-13-06-010', '23-13-09-007', '23-13-09-008', '23-13-09-009', '23-13-09-010', '23-13-09-011', '23-13-09-012', '23-13-10-007', '23-13-10-008', '23-13-10-009', '23-13-10-010', '23-13-10-011', '23-13-11-013', '23-13-03-009', '23-13-03-010', '23-13-03-011', '23-13-03-012', '23-13-03-013', '23-13-03-014']",67,4.012559655,1.171824544,0.704619937,0.48238482,1.068988226,0%,0%,0%,0%
KWARA,OFFA,BALOGUN,23-13-01-015,OPEN SPACE A.U.D II,13,0,1,0,14,8.1495463,4.7180528,"['23-13-01-001', '23-13-01-007', '23-13-01-008', '23-13-01-009', '23-13-01-010', '23-13-03-001', '23-13-03-002', '23-13-03-003', '23-13-03-004', '23-13-03-005', '23-13-03-006', '23-13-03-007', '23-13-03-008', '23-13-04-007', '23-13-05-002', '23-13-05-004', '23-13-05-006', '23-13-06-001', '23-13-06-002', '23-13-06-003', '23-13-06-004', '23-13-06-005', '23-13-08-004', '23-13-09-001', '23-13-09-002', '23-13-09-003', '23-13-09-004', '23-13-09-005', '23-13-09-006', '23-13-10-001', '23-13-10-002', '23-13-10-003', '23-13-10-004', '23-13-10-005', '23-13-11-003', '23-13-11-004', '23-13-01-011', '23-13-01-013', '23-13-01-016', '23-13-01-017', '23-13-01-018', '23-13-05-007', '23-13-05-008', '23-13-05-010', '23-13-06-006', '23-13-06-007', '23-13-06-008', '23-13-06-009', '23-13-06-010', '23-13-09-007', '23-13-09-008', '23-13-09-009', '23-13-09-010', '23-13-09-011', '23-13-09-012', '23-13-10-007', '23-13-10-008', '23-13-10-009', '23-13-10-010', '23-13-10-011', '23-13-11-013', '23-13-03-009', '23-13-03-010', '23-13-03-011', '23-13-03-012', '23-13-03-013', '23-13-03-014']",67,0.776965876,1.171824544,1.110243104,0.48238482,0.962185491,93%,0%,0%,7%
